solution,решение
some,некоторое
some,некоторый
something,что-то
sometimes,иногда
somone,что-то
speak,говорить
spend,тратить
spend,затратить
stand,стоять
start,начинать
state,государство
state,статья
stay,остаться
still,сейчас
still,теперь
stop,остановить
story,история
story,сюжет
strong,сильный
student,ученик
student,студент
study,изучать
study,учиться
substance,вещество
such,такой
sure,ужасно
sure,конечно
survive,жить
system,система
take,брать
talk,говорить
talk,разговаривать
teacher,наставник
team,команда
technique,техника
tell,скажи
tell,сказать
than,чем
that,что
that,тот
the,который
the,объект
their,их
them,их
them,им
themselves,сами
then,тогда
then,затем
there,там
these,эти
they,они
thing,вещь
think,думать
this,этот
those,те
those,эти
though,хотя
three,три
through,через
time,время
tiny,маленький
title,название
to,ко
to,кому
today,сегодня
together,вместе
tomorrow,завтра
too,слишком
too,да
toward,в направлении
try,попробовать
turn,поворачивать
turn,переворачивать
two,два
under,под
understand,понимать
unless,если не
until,до того момента
until,до
up,вверх
us,нас
use,использовать
value,ценность
very,очень
volunteer,волонтер
wait,ждать
walk,ходить
want,хотеть
war,война
watch,смотреть
water,вода
way,способ
way,путь
we,мы
week,неделя
well,хорошо
what,что
when,когда
where,где
where,куда?
whether,либо
which,который
which,кто?
while,при этом
while,когда
white,белый
who,кто
who,кто?
why,почему
why,за что?
will,будет
will,сбудет
win,выиграть
with,с
within,внутри
within,с внутри
without,без
woman,женщина
word,слово
work,работать
work,работа
world,мир
would,было
would,было бы
write,писать
write,написать
yeah,да
year,год
yes,да
yet,еще
yet,еще не
you,ты
you,твой
young,молодой
your,твой
